,Album,Artist,CreditedArtist,Credits,ArtistURL
3685,The Essential Paul Simon,Paul Simon,"Irvin ""Marky"" Markowitz",Trumpet,https://www.allmusic.com/artist/irvin-marky-markowitz-mn0001744807
3686,The Essential Paul Simon,Paul Simon,Charlotte Mbango,Vocals (Background),https://www.allmusic.com/artist/charlotte-mbango-mn0001508517
3687,The Essential Paul Simon,Paul Simon,Hugh McCracken,"Guitar (Acoustic),  Guitar (Electric)",https://www.allmusic.com/artist/hugh-mccracken-mn0000281282
3688,The Essential Paul Simon,Paul Simon,Ralph McDonald,Percussion,https://www.allmusic.com/artist/ralph-mcdonald-mn0000404013
3689,The Essential Paul Simon,Paul Simon,Sid McGinnis,Guitar (Electric),https://www.allmusic.com/artist/sid-mcginnis-mn0001294739
3690,The Essential Paul Simon,Paul Simon,Marcus Miller,Bass,https://www.allmusic.com/artist/marcus-miller-mn0000673114
3691,The Essential Paul Simon,Paul Simon,Edgardo Miranda,Cuatro,https://www.allmusic.com/artist/edgardo-miranda-mn0000338299
3692,The Essential Paul Simon,Paul Simon,Victor Montanez,Drums,https://www.allmusic.com/artist/victor-montanez-mn0000809360
3693,The Essential Paul Simon,Paul Simon,Airto Moreira,Percussion,https://www.allmusic.com/artist/airto-moreira-mn0000609992
3694,The Essential Paul Simon,Paul Simon,Sidinho Moreira,"Bottle,  Congas,  Drums (Bass),  Percussion,  Tambourine",https://www.allmusic.com/artist/sidinho-moreira-mn0002314431
3695,The Essential Paul Simon,Paul Simon,Forere Motloheloa,"Accordion,  Composer",https://www.allmusic.com/artist/forere-motloheloa-mn0000739136
3696,The Essential Paul Simon,Paul Simon,Rob Mounsey,Synthesizer,https://www.allmusic.com/artist/rob-mounsey-mn0000279716
3697,The Essential Paul Simon,Paul Simon,Isaac Mtshali,Drums,https://www.allmusic.com/artist/isaac-mtshali-mn0000533715
3698,The Essential Paul Simon,Paul Simon,The Muscle Shoals Rhythm Section,Producer,https://www.allmusic.com/artist/the-muscle-shoals-rhythm-section-mn0001352027
3699,The Essential Paul Simon,Paul Simon,Youssou N'Dour,Percussion,https://www.allmusic.com/artist/youssou-ndour-mn0000692100
3700,The Essential Paul Simon,Paul Simon,Milton Nascimento,Vocals,https://www.allmusic.com/artist/milton-nascimento-mn0000497132
3701,The Essential Paul Simon,Paul Simon,Frankie Negron,Falsetto,https://www.allmusic.com/artist/frankie-negron-mn0000795320
3702,The Essential Paul Simon,Paul Simon,Vincent Nguini,"Claves,  Guitar,  Guitar (Acoustic),  Guitar (Electric),  Guitar (Rhythm)",https://www.allmusic.com/artist/vincent-nguini-mn0000180196
3703,The Essential Paul Simon,Paul Simon,Joe Osborn,Bass,https://www.allmusic.com/artist/joe-osborn-mn0000772291
3704,The Essential Paul Simon,Paul Simon,Pino Palladino,Bass,https://www.allmusic.com/artist/pino-palladino-mn0000292499
3705,The Essential Paul Simon,Paul Simon,Dean Parks,"Guitar (Electric),  Hi String Guitar",https://www.allmusic.com/artist/dean-parks-mn0000227159
3706,The Essential Paul Simon,Paul Simon,Greg Phillinganes,Fender Rhodes,https://www.allmusic.com/artist/greg-phillinganes-mn0000157063
3707,The Essential Paul Simon,Paul Simon,"Chikapa ""Ray"" Phiri",Guitar,https://www.allmusic.com/artist/chikapa-ray-phiri-mn0000534184
3708,The Essential Paul Simon,Paul Simon,Leonard Pickett,Sax (Tenor),https://www.allmusic.com/artist/leonard-pickett-mn0000907087
3709,The Essential Paul Simon,Paul Simon,Jeff Porcaro,Drums,https://www.allmusic.com/artist/jeff-porcaro-mn0000228685
3710,The Essential Paul Simon,Paul Simon,Gabe Pressman,Interviewer,https://www.allmusic.com/artist/gabe-pressman-mn0001866025
3711,The Essential Paul Simon,Paul Simon,Sean Pulley,Vocals (Background),https://www.allmusic.com/artist/sean-pulley-mn0001762755
3712,The Essential Paul Simon,Paul Simon,Marc Quiñones,"Congas,  Timbales",https://www.allmusic.com/artist/marc-qui%C3%B1ones-mn0000674727
3713,The Essential Paul Simon,Paul Simon,Phil Ramone,Producer,https://www.allmusic.com/artist/phil-ramone-mn0000334243
3714,The Essential Paul Simon,Paul Simon,Wallace Richardson,Guitar,https://www.allmusic.com/artist/wallace-richardson-mn0000602078
3715,The Essential Paul Simon,Paul Simon,Danny Rivera,Coro,https://www.allmusic.com/artist/danny-rivera-mn0000570348
3716,The Essential Paul Simon,Paul Simon,Mark Rivera,Sax (Alto),https://www.allmusic.com/artist/mark-rivera-mn0000773185
3717,The Essential Paul Simon,Paul Simon,Sherman Robertson,Guitar,https://www.allmusic.com/artist/sherman-robertson-mn0000027394
3718,The Essential Paul Simon,Paul Simon,Rockin' Dopsie & the Cajun Twisters,Performer,https://www.allmusic.com/artist/rockin-dopsie-the-cajun-twisters-mn0001206426
3719,The Essential Paul Simon,Paul Simon,"David ""Piro"" Rodríguez","Soloist,  Trumpet",https://www.allmusic.com/artist/david-piro-rodr%C3%ADguez-mn0001268171
3720,The Essential Paul Simon,Paul Simon,Teana Rodriguez,Vocals (Background),https://www.allmusic.com/artist/teana-rodriguez-mn0002341240
3721,The Essential Paul Simon,Paul Simon,Linda Ronstadt,Vocals,https://www.allmusic.com/artist/linda-ronstadt-mn0000686897
3722,The Essential Paul Simon,Paul Simon,Stewart Rose,French Horn,https://www.allmusic.com/artist/stewart-rose-mn0000962463
3723,The Essential Paul Simon,Paul Simon,Greg Ross,Design,https://www.allmusic.com/artist/greg-ross-mn0001237172
3724,The Essential Paul Simon,Paul Simon,Alan Rubin,Trumpet,https://www.allmusic.com/artist/alan-rubin-mn0000931864
3725,The Essential Paul Simon,Paul Simon,Alton Rubin,"Accordion,  Drums",https://www.allmusic.com/artist/alton-rubin-mn0000010749
3726,The Essential Paul Simon,Paul Simon,David Rubin,Washboard,https://www.allmusic.com/artist/david-rubin-mn0000843447
3727,The Essential Paul Simon,Paul Simon,Armand Sabal-Lecco,Bass,https://www.allmusic.com/artist/armand-sabal-lecco-mn0000598131
3728,The Essential Paul Simon,Paul Simon,Felix Sabal-Lecco,Drums,https://www.allmusic.com/artist/felix-sabal-lecco-mn0001242245
3729,The Essential Paul Simon,Paul Simon,Jimmy Sabater,"Congas,  Cowbell",https://www.allmusic.com/artist/jimmy-sabater-mn0000089862
3730,The Essential Paul Simon,Paul Simon,Paul Samwell-Smith,Producer,https://www.allmusic.com/artist/paul-samwell-smith-mn0000024613
3731,The Essential Paul Simon,Paul Simon,David Sanborn,Saxophone,https://www.allmusic.com/artist/david-sanborn-mn0000188432
3732,The Essential Paul Simon,Paul Simon,Nestor Sanchez,Vocals (Background),https://www.allmusic.com/artist/nestor-sanchez-mn0000341775
3733,The Essential Paul Simon,Paul Simon,John Schuning,Design,https://www.allmusic.com/artist/john-schuning-mn0001996339
3734,The Essential Paul Simon,Paul Simon,Bobby Scott,Piano,https://www.allmusic.com/artist/bobby-scott-mn0000765223
3735,The Essential Paul Simon,Paul Simon,John Selolwane,Guitar,https://www.allmusic.com/artist/john-selolwane-mn0001736506
3736,The Essential Paul Simon,Paul Simon,Joseph Shabalala,Composer,https://www.allmusic.com/artist/joseph-shabalala-mn0000227985
3737,The Essential Paul Simon,Paul Simon,Steve Shehan,Percussion,https://www.allmusic.com/artist/steve-shehan-mn0000033691
3738,The Essential Paul Simon,Paul Simon,Adriana Simon,Vocals,https://www.allmusic.com/artist/adriana-simon-mn0001943139
3739,The Essential Paul Simon,Paul Simon,Paul Simon,"6-String Electric Bass,  Composer,  Guitar,  Guitar (Acoustic),  Guitar (Electric),  Guitar (Nylon String),  Primary Artist,  Producer,  Vocals,  Vocals (Background)",https://www.allmusic.com/artist/paul-simon-mn0000031685
3740,The Essential Paul Simon,Paul Simon,Valerie Simpson,Vocals (Background),https://www.allmusic.com/artist/valerie-simpson-mn0000255494
3741,The Essential Paul Simon,Paul Simon,Phoebe Snow,"Vocals,  Vocals (Background)",https://www.allmusic.com/artist/phoebe-snow-mn0000696015
3742,The Essential Paul Simon,Paul Simon,DeWayne Snype,Vocals (Background),https://www.allmusic.com/artist/dewayne-snype-mn0001481762
3743,The Essential Paul Simon,Paul Simon,Lewis Michale Soloff,Trumpet,https://www.allmusic.com/artist/lewis-michale-soloff-mn0001944254
3744,The Essential Paul Simon,Paul Simon,David Spinozza,Guitar,https://www.allmusic.com/artist/david-spinozza-mn0000220128
3745,The Essential Paul Simon,Paul Simon,Renelie Stafford,Vocals,https://www.allmusic.com/artist/renelie-stafford-mn0000082743
3746,The Essential Paul Simon,Paul Simon,Marvin Stamm,Trumpet,https://www.allmusic.com/artist/marvin-stamm-mn0000857448
3747,The Essential Paul Simon,Paul Simon,Mark Stewart,"Banjo,  Cello,  Guitar (Electric)",https://www.allmusic.com/artist/mark-stewart-mn0001656184
3748,The Essential Paul Simon,Paul Simon,Dionte Sutton,Vocals (Background),https://www.allmusic.com/artist/dionte-sutton-mn0001325925
3749,The Essential Paul Simon,Paul Simon,Trent Sutton,Vocals (Background),https://www.allmusic.com/artist/trent-sutton-mn0001291731
3750,The Essential Paul Simon,Paul Simon,Grady Tate,Drums,https://www.allmusic.com/artist/grady-tate-mn0000803162
3751,The Essential Paul Simon,Paul Simon,Richard Tee,"Fender Rhodes,  Piano",https://www.allmusic.com/artist/richard-tee-mn0000360540
3752,The Essential Paul Simon,Paul Simon,Assane Thaim,Percussion,https://www.allmusic.com/artist/assane-thaim-mn0000528360
3753,The Essential Paul Simon,Paul Simon,Russ Titelman,Producer,https://www.allmusic.com/artist/russ-titelman-mn0000179735
3754,The Essential Paul Simon,Paul Simon,John Tropea,Guitar (Electric),https://www.allmusic.com/artist/john-tropea-mn0000228656
3755,The Essential Paul Simon,Paul Simon,Deidre Tuck,Vocals,https://www.allmusic.com/artist/deidre-tuck-mn0000506626
3756,The Essential Paul Simon,Paul Simon,Naná Vasconcelos,"Congas,  Gourd",https://www.allmusic.com/artist/nan%C3%A1-vasconcelos-mn0000857574
3757,The Essential Paul Simon,Paul Simon,Ed Vasquez,Vocals (Background),https://www.allmusic.com/artist/ed-vasquez-mn0001859581
3758,The Essential Paul Simon,Paul Simon,Ray Vega,"Soloist,  Trumpet",https://www.allmusic.com/artist/ray-vega-mn0000348648
3759,The Essential Paul Simon,Paul Simon,Ellen Wakayama,Art Direction,https://www.allmusic.com/artist/ellen-wakayama-mn0001470913
3760,The Essential Paul Simon,Paul Simon,Derek Walcott,Composer,https://www.allmusic.com/artist/derek-walcott-mn0000204317
3761,The Essential Paul Simon,Paul Simon,Lenny Waronker,Producer,https://www.allmusic.com/artist/lenny-waronker-mn0000246381
3762,The Essential Paul Simon,Paul Simon,The Waters,Vocals (Background),https://www.allmusic.com/artist/the-waters-mn0001190755
3763,The Essential Paul Simon,Paul Simon,Julia Waters,Vocals (Background),https://www.allmusic.com/artist/julia-waters-mn0000308471
3764,The Essential Paul Simon,Paul Simon,Oren Waters,Vocals (Background),https://www.allmusic.com/artist/oren-waters-mn0000892341
3765,The Essential Paul Simon,Paul Simon,Maxine Willard Waters,Vocals (Background),https://www.allmusic.com/artist/maxine-willard-waters-mn0000866490
3766,The Essential Paul Simon,Paul Simon,Kim Wilson,Harmonica,https://www.allmusic.com/artist/kim-wilson-mn0000774186
3767,The Essential Paul Simon,Paul Simon,"Wallace ""Red Rat"" Wilson",Guitar (Rhythm),https://www.allmusic.com/artist/wallace-red-rat-wilson-mn0000191336
3768,The Essential Jars of Clay,Jars of Clay,Jimmy Abegg,"Back Cover,  Tray Card",https://www.allmusic.com/artist/jimmy-abegg-mn0001207927
3769,The Essential Jars of Clay,Jars of Clay,Ron Aniello,"Audio Production,  Producer",https://www.allmusic.com/artist/ron-aniello-mn0000276874
3770,The Essential Jars of Clay,Jars of Clay,Martyn Atkins,Back Cover,https://www.allmusic.com/artist/martyn-atkins-mn0001346246
3771,The Essential Jars of Clay,Jars of Clay,Robert Beeson,"Audio Production,  Producer",https://www.allmusic.com/artist/robert-beeson-mn0001659622
3772,The Essential Jars of Clay,Jars of Clay,Adrian Belew,"Additional Personnel,  Audio Production,  Bass,  Cello,  Guitar (Bass),  Mandolin,  Producer,  String Arrangements",https://www.allmusic.com/artist/adrian-belew-mn0000498577
3773,The Essential Jars of Clay,Jars of Clay,Carol Bobolts,Design,https://www.allmusic.com/artist/carol-bobolts-mn0001780423
3774,The Essential Jars of Clay,Jars of Clay,Matt Bronleewe,Arranger,https://www.allmusic.com/artist/matt-bronleewe-mn0000389531
3775,The Essential Jars of Clay,Jars of Clay,John Catchings,"Additional Personnel,  Cello",https://www.allmusic.com/artist/john-catchings-mn0000211924
3776,The Essential Jars of Clay,Jars of Clay,Neil Conti,"Additional Personnel,  Drums",https://www.allmusic.com/artist/neil-conti-mn0000511289
3777,The Essential Jars of Clay,Jars of Clay,Ken Coomer,"Additional Personnel,  Drums",https://www.allmusic.com/artist/ken-coomer-mn0000074540
3778,The Essential Jars of Clay,Jars of Clay,Robert Cooper and the Toronto Mendelssohn Youth Choir,Additional Personnel,https://www.allmusic.com/artist/robert-cooper-and-the-toronto-mendelssohn-youth-choir-mn0000074280
3779,The Essential Jars of Clay,Jars of Clay,Jeremy Cowart,Photography,https://www.allmusic.com/artist/jeremy-cowart-mn0002292098
3780,The Essential Jars of Clay,Jars of Clay,Mitch Dane,"Additional Personnel,  Audio Engineer,  Audio Production,  Drum Programming,  Engineer,  Producer",https://www.allmusic.com/artist/mitch-dane-mn0000902136
3781,The Essential Jars of Clay,Jars of Clay,Dick Marchbanks,Additional Personnel,https://www.allmusic.com/artist/dick-marchbanks-mn0000986629
3782,The Essential Jars of Clay,Jars of Clay,Allen Ditto,Assistant,https://www.allmusic.com/artist/allen-ditto-mn0000743325
3783,The Essential Jars of Clay,Jars of Clay,David Dobson,Photography,https://www.allmusic.com/artist/david-dobson-mn0001881855
3784,The Essential Jars of Clay,Jars of Clay,Noah Evens,"Additional Personnel,  Engineer,  Mixing,  String Arrangements,  Violin",https://www.allmusic.com/artist/noah-evens-mn0000869941
3785,The Essential Jars of Clay,Jars of Clay,David Fair,Additional Personnel,https://www.allmusic.com/artist/david-fair-mn0000646155
3786,The Essential Jars of Clay,Jars of Clay,Paul Gerhardt,Composer,https://www.allmusic.com/artist/paul-gerhardt-mn0001450669
3787,The Essential Jars of Clay,Jars of Clay,Billy Hancock,Additional Personnel,https://www.allmusic.com/artist/billy-hancock-mn0000767525
3788,The Essential Jars of Clay,Jars of Clay,Dan Haseltine,"Drums,  Instrumentation,  Loop,  Loops,  Member of Attributed Artist,  Moog Synthesizer,  Percussion,  Programming,  Various Instruments,  Vocals,  Vocals (Background)",https://www.allmusic.com/artist/dan-haseltine-mn0000670058
3789,The Essential Jars of Clay,Jars of Clay,David Henry,"Additional Personnel,  Cello",https://www.allmusic.com/artist/david-henry-mn0000217014
3790,The Essential Jars of Clay,Jars of Clay,Ned Henry,"Additional Personnel,  Violin",https://www.allmusic.com/artist/ned-henry-mn0000643197
3791,The Essential Jars of Clay,Jars of Clay,Dennis Herring,"Additional Personnel,  Audio Production,  Handclapping,  Mixing,  Producer",https://www.allmusic.com/artist/dennis-herring-mn0000201831
3792,The Essential Jars of Clay,Jars of Clay,Steve Hindalong,"Additional Personnel,  Audio Production,  Bells,  Drums,  Orchestral Bells,  Percussion,  Producer",https://www.allmusic.com/artist/steve-hindalong-mn0000043679
3793,The Essential Jars of Clay,Jars of Clay,David Hoffner,"Additional Personnel,  Hammer Dulcimer",https://www.allmusic.com/artist/david-hoffner-mn0000654009
3794,The Essential Jars of Clay,Jars of Clay,Ronn Huff,String Arrangements,https://www.allmusic.com/artist/ronn-huff-mn0000831554
3795,The Essential Jars of Clay,Jars of Clay,William James,Assistant,https://www.allmusic.com/artist/william-james-mn0001638183
3796,The Essential Jars of Clay,Jars of Clay,Jars of Clay,"Arranger,  Audio Production,  Composer,  Instrumentation,  Performer,  Primary Artist,  Producer",https://www.allmusic.com/artist/jars-of-clay-mn0000215058
3797,The Essential Jars of Clay,Jars of Clay,Mancy A'lan Kane,"Screams,  Vocals,  Vocals (Background)",https://www.allmusic.com/artist/mancy-alan-kane-mn0001760719
3798,The Essential Jars of Clay,Jars of Clay,Jacquire King,"Engineer,  Mixing",https://www.allmusic.com/artist/jacquire-king-mn0000780650
3799,The Essential Jars of Clay,Jars of Clay,Jacob Lawson,"Additional Personnel,  Violin",https://www.allmusic.com/artist/jacob-lawson-mn0000763533
3800,The Essential Jars of Clay,Jars of Clay,Sam Levine,"Additional Personnel,  Recorder",https://www.allmusic.com/artist/sam-levine-mn0000287233
3801,The Essential Jars of Clay,Jars of Clay,Stephen Lipson,"Audio Production,  Producer",https://www.allmusic.com/artist/stephen-lipson-mn0000025644
3802,The Essential Jars of Clay,Jars of Clay,Chris Lord-Alge,Mixing,https://www.allmusic.com/artist/chris-lord-alge-mn0000775446
3803,The Essential Jars of Clay,Jars of Clay,Charlie Lowell,"Accordion,  Dulcimer,  Hammond B3,  Handclapping,  Instrumentation,  Keyboards,  Member of Attributed Artist,  Organ,  Organ (Hammond),  Percussion,  Piano,  Various Instruments,  Vocals,  Vocals (Background),  Vox Jaguar",https://www.allmusic.com/artist/charlie-lowell-mn0000174605
3804,The Essential Jars of Clay,Jars of Clay,The Lufkin Texas Civic Center Choir,Additional Personnel,https://www.allmusic.com/artist/the-lufkin-texas-civic-center-choir-mn0000657052
3805,The Essential Jars of Clay,Jars of Clay,Jeremy Lutito,"Additional Personnel,  Drums",https://www.allmusic.com/artist/jeremy-lutito-mn0000552957
3806,The Essential Jars of Clay,Jars of Clay,Jeff Magid,Compilation Producer,https://www.allmusic.com/artist/jeff-magid-mn0000189587
3807,The Essential Jars of Clay,Jars of Clay,Mancy Alan Kane,"Additional Personnel,  Vocals,  Vocals (Background)",https://www.allmusic.com/artist/mancy-alan-kane-mn0000658594
3808,The Essential Jars of Clay,Jars of Clay,Stephen Mason,"Guitar,  Guitar (Acoustic),  Guitar (Bass),  Guitar (Electric),  Handclapping,  Keyboards,  Lap Steel Guitar,  Member of Attributed Artist,  Percussion,  Various Instruments,  Vocals,  Vocals (Background)",https://www.allmusic.com/artist/stephen-mason-mn0000021534
3809,The Essential Jars of Clay,Jars of Clay,Ben Mize,"Additional Personnel,  Drums,  Percussion",https://www.allmusic.com/artist/ben-mize-mn0000102445
3810,The Essential Jars of Clay,Jars of Clay,Leigh Nash,"Additional Personnel,  Vocals",https://www.allmusic.com/artist/leigh-nash-mn0000195359
3811,The Essential Jars of Clay,Jars of Clay,Richard Niles,String Arrangements,https://www.allmusic.com/artist/richard-niles-mn0000852000
3812,The Essential Jars of Clay,Jars of Clay,Matt Odmark,"Guitar,  Guitar (12 String),  Guitar (Acoustic),  Guitar (Electric),  Handclapping,  Instrumentation,  Mandolin,  Member of Attributed Artist,  Percussion,  Programming,  Various Instruments,  Vocals,  Vocals (Background)",https://www.allmusic.com/artist/matt-odmark-mn0000863793
3813,The Essential Jars of Clay,Jars of Clay,Henry Onorati,Composer,https://www.allmusic.com/artist/henry-onorati-mn0000570397
3814,The Essential Jars of Clay,Jars of Clay,Andy Osenga,"Additional Personnel,  Vocals",https://www.allmusic.com/artist/andy-osenga-mn0001951294
3815,The Essential Jars of Clay,Jars of Clay,Marianne Osiel,"Additional Personnel,  Oboe",https://www.allmusic.com/artist/marianne-osiel-mn0000514709
3816,The Essential Jars of Clay,Jars of Clay,Oxford Coffee Choir,Additional Personnel,https://www.allmusic.com/artist/oxford-coffee-choir-mn0000739816
3817,The Essential Jars of Clay,Jars of Clay,Jim Parham,Project Director,https://www.allmusic.com/artist/jim-parham-mn0001501453
3818,The Essential Jars of Clay,Jars of Clay,Joe Porter,"Additional Personnel,  Drums",https://www.allmusic.com/artist/joe-porter-mn0000557493
3819,The Essential Jars of Clay,Jars of Clay,Vance Powell,Audio Engineer,https://www.allmusic.com/artist/vance-powell-mn0000307596
3820,The Essential Jars of Clay,Jars of Clay,Jay Ruston,Mixing,https://www.allmusic.com/artist/jay-ruston-mn0000726836
3821,The Essential Jars of Clay,Jars of Clay,Aaron Sands,"Additional Personnel,  Bass,  French Horn,  Guitar (Bass),  Percussion,  Vibraphone",https://www.allmusic.com/artist/aaron-sands-mn0000145612
3822,The Essential Jars of Clay,Jars of Clay,Doug Sarrett,Assistant,https://www.allmusic.com/artist/doug-sarrett-mn0000803712
3823,The Essential Jars of Clay,Jars of Clay,"Scott ""Sav"" Savage","Additional Personnel,  Congas,  Drums (Snare),  Rainstick,  Shaker,  Spoken Word",https://www.allmusic.com/artist/scott-sav-savage-mn0000736092
3824,The Essential Jars of Clay,Jars of Clay,Rocky Schnaars,"Audio Engineer,  Engineer",https://www.allmusic.com/artist/rocky-schnaars-mn0000293419
3825,The Essential Jars of Clay,Jars of Clay,Harry Simeone,Composer,https://www.allmusic.com/artist/harry-simeone-mn0000951144
3826,The Essential Jars of Clay,Jars of Clay,Tim Smith,"Additional Personnel,  Drums,  Percussion",https://www.allmusic.com/artist/tim-smith-mn0001052935
3827,The Essential Jars of Clay,Jars of Clay,Steven McWilliams,"Additional Personnel,  Drums",https://www.allmusic.com/artist/steven-mcwilliams-mn0000738506
3828,The Essential Jars of Clay,Jars of Clay,Jackie Street,"Additional Personnel,  Fretless Bass",https://www.allmusic.com/artist/jackie-street-mn0000782783
3829,The Essential Jars of Clay,Jars of Clay,Bobby Taylor,"Additional Personnel,  Oboe",https://www.allmusic.com/artist/bobby-taylor-mn0003647718
3830,The Essential Jars of Clay,Jars of Clay,Bobby G. Taylor,Oboe,https://www.allmusic.com/artist/bobby-g-taylor-mn0002149099
3831,The Essential Jars of Clay,Jars of Clay,Laura Taylor,"Additional Personnel,  Vocals",https://www.allmusic.com/artist/laura-taylor-mn0001580278
3832,The Essential Jars of Clay,Jars of Clay,Tom Hurdle,Additional Personnel,https://www.allmusic.com/artist/tom-hurdle-mn0000738483
3833,The Essential Jars of Clay,Jars of Clay,John Valentine,Additional Personnel,https://www.allmusic.com/artist/john-valentine-mn0000663435
3834,The Essential Jars of Clay,Jars of Clay,Greg Wells,"Additional Personnel,  Drums,  Guitar (Bass)",https://www.allmusic.com/artist/greg-wells-mn0000193647
3835,The Essential Jars of Clay,Jars of Clay,John Wesley,Composer,https://www.allmusic.com/artist/john-wesley-mn0000571653
3836,The Essential Jars of Clay,Jars of Clay,Jim Widen,Assistant,https://www.allmusic.com/artist/jim-widen-mn0001787533
3837,The Essential Jars of Clay,Jars of Clay,Michael Wilson,Photography,https://www.allmusic.com/artist/michael-wilson-mn0001640176
3838,The Essential Jars of Clay,Jars of Clay,Gavyn Wright,Conductor,https://www.allmusic.com/artist/gavyn-wright-mn0000686634
3839,The Essential Jars of Clay,Jars of Clay,Nathan Yarborough,Assistant,https://www.allmusic.com/artist/nathan-yarborough-mn0002331261
3840,The Essential Jars of Clay,Jars of Clay,Jonathan Yudkin,"Additional Personnel,  Mandolin,  Violin",https://www.allmusic.com/artist/jonathan-yudkin-mn0000801736
3841,"The Collectable King Crimson, Vol. 2 Live in Bath 1981",King Crimson,Adrian Belew,"Composer,  Guitar,  Member of Attributed Artist,  Vocals",https://www.allmusic.com/artist/adrian-belew-mn0000498577
3842,"The Collectable King Crimson, Vol. 2 Live in Bath 1981",King Crimson,Bill Bruford,"Drum,  Drums,  Member of Attributed Artist,  Percussion",https://www.allmusic.com/artist/bill-bruford-mn0000074776
3843,"The Collectable King Crimson, Vol. 2 Live in Bath 1981",King Crimson,Robert Fripp,"Guitar,  Member of Attributed Artist,  Producer",https://www.allmusic.com/artist/robert-fripp-mn0000238440
3844,"The Collectable King Crimson, Vol. 2 Live in Bath 1981",King Crimson,George Glossop,Engineer,https://www.allmusic.com/artist/george-glossop-mn0000648025
3845,"The Collectable King Crimson, Vol. 2 Live in Bath 1981",King Crimson,King Crimson,"Composer,  Primary Artist",https://www.allmusic.com/artist/king-crimson-mn0000076057
3846,"The Collectable King Crimson, Vol. 2 Live in Bath 1981",King Crimson,Tony Levin,"Guitar (Bass),  Member of Attributed Artist",https://www.allmusic.com/artist/tony-levin-mn0000007305
3847,"The Collectable King Crimson, Vol. 2 Live in Bath 1981",King Crimson,Alex Mundy,"Digital Editing,  Producer",https://www.allmusic.com/artist/alex-mundy-mn0001875400
3848,"The Collectable King Crimson, Vol. 2 Live in Bath 1981",King Crimson,Hugh O'Donnell,Design,https://www.allmusic.com/artist/hugh-odonnell-mn0001912581
3849,"The Collectable King Crimson, Vol. 2 Live in Bath 1981",King Crimson,David Singleton,Producer,https://www.allmusic.com/artist/david-singleton-mn0000182110
3850,The Adventures of Mimi,Mariah Carey,Walter Afanasieff,Composer,https://www.allmusic.com/artist/walter-afanasieff-mn0000380606
3851,The Adventures of Mimi,Mariah Carey,Johnta Austin,Composer,https://www.allmusic.com/artist/johnta-austin-mn0000254125
3852,The Adventures of Mimi,Mariah Carey,Adrian Belew,Composer,https://www.allmusic.com/artist/adrian-belew-mn0000498577
3853,The Adventures of Mimi,Mariah Carey,James Butler,Performer,https://www.allmusic.com/artist/james-butler-mn0000108029
3854,The Adventures of Mimi,Mariah Carey,Mariah Carey,"Composer,  Executive Producer,  Primary Artist",https://www.allmusic.com/artist/mariah-carey-mn0000262255
3855,The Adventures of Mimi,Mariah Carey,Vinny Cimino,Art Direction,https://www.allmusic.com/artist/vinny-cimino-mn0001787081
3856,The Adventures of Mimi,Mariah Carey,Robert Clivillés,Composer,https://www.allmusic.com/artist/robert-clivill%C3%A9s-mn0000231962
3857,The Adventures of Mimi,Mariah Carey,David Cole,Composer,https://www.allmusic.com/artist/david-cole-mn0000534535
3858,The Adventures of Mimi,Mariah Carey,Sean Combs,Composer,https://www.allmusic.com/artist/sean-combs-mn0000313547
3859,The Adventures of Mimi,Mariah Carey,Bryan-Michael Cox,Composer,https://www.allmusic.com/artist/bryan-michael-cox-mn0000731370
3860,The Adventures of Mimi,Mariah Carey,Hal Davis,Composer,https://www.allmusic.com/artist/hal-davis-mn0000549412
3861,The Adventures of Mimi,Mariah Carey,Jermaine Dupri,"Composer,  Performer",https://www.allmusic.com/artist/jermaine-dupri-mn0000322733
3862,The Adventures of Mimi,Mariah Carey,Kenneth Edmonds,Composer,https://www.allmusic.com/artist/kenneth-edmonds-mn0000731738
3863,The Adventures of Mimi,Mariah Carey,Ken Ehrlich,Executive Producer,https://www.allmusic.com/artist/ken-ehrlich-mn0001262477
3864,The Adventures of Mimi,Mariah Carey,Kamaal Fareed,Composer,https://www.allmusic.com/artist/kamaal-fareed-mn0000487093
3865,The Adventures of Mimi,Mariah Carey,Chris Frantz,Composer,https://www.allmusic.com/artist/chris-frantz-mn0000776950
3866,The Adventures of Mimi,Mariah Carey,"Berry Gordy, Jr.",Composer,https://www.allmusic.com/artist/berry-gordy-jr-mn0000047893
3867,The Adventures of Mimi,Mariah Carey,"Dave ""Jam"" Hall",Composer,https://www.allmusic.com/artist/dave-jam-hall-mn0001922342
3868,The Adventures of Mimi,Mariah Carey,Sanaa Hamri,Direction,https://www.allmusic.com/artist/sanaa-hamri-mn0001984456
3869,The Adventures of Mimi,Mariah Carey,Willie Hutch,Composer,https://www.allmusic.com/artist/willie-hutch-mn0000580485
3870,The Adventures of Mimi,Mariah Carey,Elton John,Composer,https://www.allmusic.com/artist/elton-john-mn0000796734
3871,The Adventures of Mimi,Mariah Carey,Sidney Allen Johnson,Composer,https://www.allmusic.com/artist/sidney-allen-johnson-mn0001957349
3872,The Adventures of Mimi,Mariah Carey,Sass Jordan,Composer,https://www.allmusic.com/artist/sass-jordan-mn0000305644
3873,The Adventures of Mimi,Mariah Carey,Markus Klinko,Cover Photo,https://www.allmusic.com/artist/markus-klinko-mn0001334490
3874,The Adventures of Mimi,Mariah Carey,Barry Lather,Choreographer,https://www.allmusic.com/artist/barry-lather-mn0000786992
